line,MET1,MET2,MET3,MET4,MET5,MET6,MET7,MET8,MET9,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59,MET60,MET61,MET62,MET63,MET64,MET65,MET66,MET67,MET68,MET69,MET70,MET71,MET72,MET73,MET74,MET75,MET76,MET77,MET78,MET79,MET80,MET81,MET82,MET83,MET84,MET85,MET86,MET87,MET88,MET89,MET90,MET91,MET92,MET93,MET94,MET95,MET96,MET97,MET98,MET99,MET100,MET101,MET102,MET103,MET104,MET105,MET106,MET107,MET108,MET109,MET110,MET111,MET112,MET113,MET114,MET115,MET116,MET117,MET118,MET119,MET120,MET121,MET122,MET123,MET124,MET125,MET126,MET127,MET128,MET129,MET130,MET131,MET132,MET133,MET134,MET135,MET136,MET137,MET138,MET139,MET140,MET141,MET142,MET143,MET144,MET145,MET146,MET147,MET148,MET149,MET150,MET151,MET152,MET153,MET154,MET155,MET156,MET157,MET158
HEB_08_116,0.000293188,0.00123644,9.78004E-05,0.00041129,0.042717252,0.012602763,0.000179957,0.000427477,0.000132922,0.001270376,3.61043E-05,0.006172822,0.003533851,0.000895078,0.000395414,0.002152716,3.78436E-06,0.000704462,,3.67294E-05,0.005774008,0.00062561,3.97395E-05,0.022486254,0.016735345,0.000538564,0.001586389,2.88976E-05,0.000768417,0.000698417,0.002452344,0.005419259,0.002529538,0.000719787,0.56408593,0.141619763,0.063782345,0.011107448,0.002429971,,6.01491E-05,,0.271428398,0.001199522,0.000147031,0.001497608,,8.5407E-05,4.27801E-06,0.23827822,0.007878712,0.000643385,0.000153917,,0.025393684,,0.01426066,4.70053E-06,0.001900489,0.002244926,0.002692531,0.138627514,0.001105838,0.004398369,0.000830564,0.006594259,,0.024723673,0.002558504,2.57695E-05,2.65459E-05,9.18935E-05,0.000369987,0.301282649,0.000229904,0.000352817,0.001006847,0.000215893,0.023082899,0.000556036,0.012454069,0.921331431,0.001793595,0.004226478,5.64835E-05,0.004250964,0.045181349,0.000570762,0.003748271,0.000733683,0.002980949,0.000397806,0.00163702,9.39438E-05,0.004751686,0.000211593,,0.068820649,0.001847321,0.008421744,0.009303137,0.101650579,0.00043364,0.002215521,0.003039348,0.000413588,0.001552045,0.002674889,0.018294301,0.025584083,0.023557407,,0.000571683,9.53889E-05,0.000259831,0.039820101,0.000263278,0.000449269,0.073711891,0.000378838,0.000561808,0.41627071,0.001597017,0.002024578,0.003707433,0.00146865,0.058502852,0.014380583,0.051205703,0.105039491,1.17189E-07,0.009718741,0.00031488,,0.089664852,0.000223873,0.000231092,0.001189309,0.000145178,0.000325023,0.001576071,0.00063018,0.000211649,0.000154022,0.000142417,6.02107E-05,0.000643216,,0.00254373,0.001193899,0.000857037,0.001030352,0.00124356,0.00078089,0.008712441,0.000786525,0.000124429,0.002183594
HEB_08_118,0.001039788,0.001359806,0.000361095,0.001577432,0.035830166,0.01066907,0.00029916,0.000914091,0.000252718,0.001867157,9.37699E-05,0.007264627,0.006053654,0.003124741,,0.000813935,6.92771E-05,0.000287622,5.57272E-05,7.38407E-05,0.010884645,0.002822453,8.69288E-05,0.120678041,0.109860023,0.000180077,0.00321908,3.30487E-05,0.001013018,0.00033951,0.001089714,0.008730336,0.001645729,0.000476431,0.299185206,0.11983445,0.097507995,0.009436458,0.00845349,0.004894719,0.000192967,9.76533E-05,0.125693357,0.000313481,0.000128153,0.002468292,0.000457869,9.99457E-05,2.56033E-05,0.145115889,0.007115833,0.005594086,6.88273E-05,7.03521E-05,0.030564362,5.90427E-05,0.010443922,0.00118639,0.00393365,0.003300058,0.003422616,0.12324446,0.000896944,0.00868272,0.000547895,0.002099833,,0.037127112,0.000823611,2.49043E-05,1.46912E-05,6.88432E-05,0.000897181,0.203240788,0.00159584,0.003579911,0.005019598,4.88879E-05,0.057968414,0.000634986,0.021716464,0.260988138,0.00407845,0.004545283,0.000101315,0.000953912,0.045524938,0.000989496,,0.001868576,0.005223172,0.002962277,0.004508472,0.00018758,0.009219384,0.000621568,,0.041577719,0.002330929,0.00874814,0.012672687,0.085626202,0.000278973,0.001277526,0.007750891,0.000310831,0.006777332,0.000637243,0.008273552,0.016545115,0.010990327,0.002677288,0.000314443,0.000314369,0.000313827,0.02862305,0.000927047,0.252504186,0.265768906,0.005417744,0.000694941,0.203759074,0.000690676,0.000821023,0.001761995,0.000521353,0.028454006,0.019087829,0.036150378,0.211578229,1.94545E-05,0.018578898,0.001741864,,0.030711059,0.00013096,0.000131015,,0.000154674,0.000876797,0.000853433,0.001144403,3.6942E-05,7.63885E-05,7.68475E-05,0.000130361,0.000879229,,0.002051339,0.001077032,0.004955543,0.000976174,0.000555379,0.002664026,0.006397548,0.002549025,0.000418556,0.004020491
HEB_08_120,0.00062159,0.00161429,0.000166532,,0.026800196,0.007880503,0.000320789,0.001125092,,0.002567137,9.72237E-05,0.038826523,0.023163271,0.001186642,0.000186952,0.000740225,1.27384E-05,0.000716041,0.000123403,4.2964E-05,0.011145503,0.001553696,0.00012822,0.099998647,0.079315939,0.000496418,0.00257471,,0.000707464,0.000238157,0.000355774,0.005627607,0.002925614,0.000306443,0.26856833,0.137519725,0.165513213,0.024805977,0.006169957,,0.000102413,1.8419E-05,0.098053902,0.001552679,0.000247676,,1.14526E-05,9.58571E-05,6.1578E-06,0.191332428,0.007548771,0.001820396,0.00048349,2.78311E-06,0.025581249,,0.016838601,0.000560561,0.002820227,0.003970799,0.008299454,0.121455513,0.000748987,0.021169244,0.002496856,0.006187111,,0.009867255,0.001581549,2.54798E-05,8.50921E-05,0.000877837,0.000242365,0.063688357,0.00652098,0.000991745,0.004797465,0.000543295,0.014601236,0.004787994,0.012618066,0.31166447,0.008079925,0.002466309,0.000193276,0.015884583,0.042028059,0.000756865,0.017211221,0.002923327,0.004443994,0.004104244,0.0028434,0.000223769,0.006165329,0.000719609,,0.156657879,0.001442936,0.00817243,0.010134349,0.240829341,0.000224226,0.001362257,0.007137206,0.000241791,0.005496694,0.001628395,0.014682487,0.034654071,0.027804504,0.003164557,0.000522304,0.000561163,0.001172288,0.059853455,0.001130511,0.001566184,0.068895652,0.000707105,0.001140686,0.282123521,0.008615617,0.00883708,0.000721264,0.000270821,0.012086546,0.011773851,0.041352837,0.33216107,5.91181E-07,0.013070426,0.001630926,4.77007E-06,0.054124875,0.00038684,0.000370898,0.001430836,0.000162639,0.000659636,0.001437239,0.001940626,0.000369223,0.000172134,0.000142864,0.000165464,0.001254433,,0.0017541,0.001462298,0.005861764,0.001213355,0.000489925,0.002931248,0.009335471,0.002586765,0.00042077,0.00357101
HEB_08_124,0.000717736,0.000203162,0.000172874,0.000146441,0.018740357,0.004419377,0.000141843,0.001143309,0.000210224,0.001369372,6.66924E-05,0.01097549,0.023217523,0.002208032,2.9438E-05,0.000188949,2.13395E-06,0.000244869,1.58164E-05,3.85227E-05,0.004783505,0.001015972,0.000166733,0.025323699,0.020060996,0.000386953,0.00156899,3.81618E-05,0.000338909,0.000400453,0.000341433,0.002723523,0.001474642,0.000299591,0.148726851,0.065070049,0.097162768,0.01665721,0.001724966,0.001025226,6.1982E-05,0.000142268,0.065564624,0.003090117,8.13798E-05,0.002287217,0.000286088,7.09592E-05,,0.050144776,0.002956483,0.000123375,2.12348E-05,5.28779E-05,0.009219979,0.000620716,0.006138255,0.000219962,0.001563568,0.000849285,0.004241022,0.05861818,0.000779529,0.017372306,0.000465767,0.000753692,,0.009960696,0.00034835,1.52863E-05,2.32084E-05,8.74033E-05,0.000712297,0.088895105,0.002873912,0.000414624,0.001882138,0.000159685,0.017330968,0.000437781,0.000824897,0.151305135,0.003040777,0.001990486,0.000104775,0.000755289,0.020891764,0.000437637,,0.001226508,0.003001004,0.00077169,0.001862195,0.000158312,0.006935945,0.000229255,,0.079014386,0.001614637,0.003005349,0.00465846,0.103128971,0.000139332,0.000639223,0.002503816,0.000158443,0.001096576,0.001679948,0.013943095,0.031823166,0.032003357,0.00095888,,0.000143308,8.41582E-05,0.03700976,0.002295038,0.053644985,0.064067129,0.000404513,0.001178383,0.1446926,0.000131196,0.000696283,0.000505468,0.000242265,0.008454558,0.003336976,0.013418199,0.113801673,1.49655E-05,0.007170951,0.000254894,,0.021486245,6.93889E-05,0.00019441,0.000456518,9.67799E-05,0.000123462,0.000459053,0.000309254,3.79705E-05,2.37866E-05,7.43221E-05,4.84109E-05,0.000281686,,0.000785354,0.000306073,0.000177557,0.00022937,0.001241311,0.000770542,0.002519117,0.001342066,0.000213585,0.000900916
HEB_08_130,0.000257654,0.001702703,0.000123465,0.000358223,0.029791097,0.007623622,0.000117739,0.000297737,0.000241515,0.000872135,3.85395E-05,0.018504644,0.00185329,0.001012748,3.52862E-05,0.00130903,2.72146E-06,0.000294996,2.22578E-05,2.55395E-05,0.00372781,0.000711102,7.8274E-05,0.039054316,0.028663654,0.000300544,0.001387513,6.92203E-05,0.000676009,0.000577474,0.001465033,0.003175019,0.002026558,0.000503978,0.291528914,0.068733489,0.074153519,0.011940246,0.00176451,0.000314591,7.25755E-05,8.36659E-06,0.235267374,0.001931925,0.000185251,0.001241532,1.12386E-05,0.000106166,8.64218E-06,0.230582746,0.003369242,0.000930546,9.6016E-05,8.35358E-06,0.020531449,,0.007495475,5.31316E-05,0.001594868,0.002278171,0.003314088,0.112959577,0.000745928,0.010076936,0.001088845,0.007014458,,0.030933276,0.001099124,2.24083E-05,3.13966E-05,5.12867E-05,0.000314542,0.151993411,0.000917715,0.000344751,0.001572715,0.000108017,0.012156624,0.000798744,0.007127784,0.824130893,0.003551044,0.001919481,5.90011E-05,0.006762548,0.038151584,0.000450339,0.007321589,0.001285487,0.00260054,0.000979115,0.00123179,0.00012755,0.005532831,0.000322442,,0.07756043,0.001576243,0.004147012,0.007114569,0.109953668,0.000279589,0.001079241,0.002091677,0.000223851,0.001018169,7.78358E-05,0.000297206,5.03544E-05,0.004399247,0.002381818,0.000350568,0.000167096,5.59523E-06,0.000238045,0.001242061,0.002086315,0.179316059,0.002210902,0.001367369,0.352129261,0.003481423,0.003936889,0.002480411,0.001123834,0.032049414,0.014725171,0.025244698,0.329466443,1.26868E-07,0.013186261,0.000444644,,0.086076845,0.000183883,0.000156321,0.000737438,0.000142344,0.000402192,0.000491188,0.000651423,0.000164243,7.83728E-05,5.08608E-05,4.71337E-05,3.02791E-05,,0.001026123,0.000864575,0.000492196,0.000206478,0.000928243,0.000420567,0.004588411,0.001871899,0.000249156,0.00100216
HEB_08_131,0.00071797,0.00319212,0.000423773,0.000852727,0.030451216,0.009344677,0.00027515,0.000551413,0.000594156,0.00248257,0.000117455,0.059629891,0.000477397,0.002570152,0.000537315,0.000324627,2.35853E-05,0.001497828,3.08073E-05,1.6033E-05,0.013164886,0.001281524,0.00022825,0.054450168,0.046583438,0.000234592,0.001827643,0.000118539,0.001267593,0.000568849,0.001299919,0.003842773,0.003318127,0.000959731,0.59283735,0.11052827,0.022272404,0.015708182,0.004194442,0.001682693,0.000118202,,,0.001123015,0.000120125,0.002084017,3.04059E-05,8.68121E-05,,0.367026798,0.008432955,0.000666261,8.72983E-05,3.87275E-05,0.030440412,,0.011420588,0.000113029,0.002751954,0.004534244,0.009029409,0.165876869,0.000805721,0.003875672,0.001144089,0.009711078,,0.040083003,0.002322091,1.87819E-05,3.99326E-06,0.00016124,5.66372E-05,0.155630259,0.002432096,0.00119486,0.004836674,0.000353728,0.033444606,0.00120741,0.01628554,2.153772617,0.005463375,0.003237346,0.000176001,0.004019271,0.050930733,0.000487767,0.011375931,0.004177812,0.002944654,0.002188161,0.002763681,0.000287983,0.009238252,0.00064406,0.00125822,0.130723063,0.002396086,0.006125785,0.013327397,0.207727582,0.000361962,0.001644508,0.005024652,0.000343428,0.003490177,0.000855218,0.008310398,0.017075739,0.020639997,0.006806989,0.001014171,0.000379401,0.00060746,0.030858641,0.000848978,0.003223005,0.390866993,0.008854275,0.00095245,0.903033527,0.003219175,0.003085416,0.002436663,0.000585331,0.034545801,0.031184409,0.05284908,0.434648223,,0.017988806,0.000952691,,0.066909775,0.000296247,0.000129298,0.000785761,0.00013205,0.000533168,0.000467526,0.001896966,0.000325898,0.000146937,0.000315266,0.000150811,0.001389707,,0.002115124,0.001688619,0.000647349,0.000362893,0.000793315,0.001451564,0.005532633,0.001550083,0.000394836,0.002657692
HEB_08_132,0.000188302,0.0015065,6.52788E-05,0.000168622,0.032672136,0.008002948,0.000113654,7.74441E-07,0.000155639,0.001000462,3.61839E-05,0.002185582,0.000199126,0.000782651,0.000317672,0.000424572,1.32326E-06,0.00066516,,8.19169E-07,0.003139643,0.000315839,3.74933E-05,0.029871406,0.021784565,0.001133829,0.001063073,5.23367E-05,0.000642817,0.000436237,0.002225808,0.004449591,0.002128166,0.001894806,0.439001772,0.118529515,1.31262E-05,0.013424847,0.001383062,3.68158E-05,3.76112E-05,2.4799E-06,0.216359887,0.0025407,2.38625E-05,0.000823142,7.71586E-07,4.39299E-05,,0.196605273,0.00192382,0.000248125,1.5664E-06,4.06842E-06,0.038944822,,0.01994289,3.24414E-06,0.001801091,0.002055767,0.002064356,0.232400034,0.001551136,0.020127548,0.000966999,0.005401472,,0.020487481,0.000609966,9.01288E-07,4.16171E-06,0.00017045,3.60395E-05,0.252780065,0.000110425,0.000189832,0.00105516,8.43206E-05,0.018453247,0.000486038,0.004705539,0.350364274,0.003585888,0.002835494,4.61804E-05,0.005088408,0.085812485,0.000649387,0.00725265,0.000579238,0.002131742,0.000367142,0.000927873,0.000102567,0.004348871,0.000210336,,0.025422082,0.002147597,0.006810358,0.003421634,0.035373692,0.000152908,0.001367534,0.003421259,9.5362E-05,0.001461344,9.60125E-05,0.000221056,5.27359E-05,0.003446305,0.002687504,0.000440288,0.000193691,2.26428E-05,0.000266075,0.001390314,0.000335027,0.001738785,0.000396828,0.001427461,0.051936341,0.006862973,0.00753393,0.003524402,0.003367101,0.046048463,0.004500752,0.043269546,0.103823046,1.13516E-07,0.039045514,0.000294766,3.16078E-06,0.051938801,0.000359649,0.000175904,0.001045019,0.000189332,0.000232078,0.002487309,0.000165986,0.000117389,0.000126124,0.000154606,4.34049E-05,1.34525E-05,,0.002225458,0.001330479,0.001103186,0.00025501,0.002126887,0.00115154,0.006990033,0.0002588,8.28268E-05,0.000878941
HEB_08_137,0.000311656,0.000409378,0.000105926,0.000231273,0.029466692,0.004828565,5.78464E-06,0.005956905,0.000271567,0.001231063,8.92665E-05,0.029112955,9.58141E-05,0.028903365,4.75275E-05,0.005719596,,0.000508159,,4.20826E-05,0.014138947,0.001832174,0.000291295,0.02139889,0.016361402,0.000371578,0.000395095,7.1927E-05,0.000589025,4.22108E-06,0.000306002,0.003429111,0.001130791,8.75338E-05,0.444337948,0.068158917,,0.02163872,0.009214638,0.002474657,6.99133E-05,,0.085659989,0.002101485,0.001503942,0.002246219,0.000567568,0.000650044,2.57674E-06,0.090663831,0.002297155,0.001602192,0.000104052,2.24492E-06,0.022253683,0.000446733,0.012207577,0.003108865,0.00323974,0.001104529,0.011422327,0.105400658,0.00065568,0.027763538,0.000790012,0.001440755,,0.002446744,0.000119772,1.52693E-05,0.000225207,0.000541335,0.00047728,0.06156986,0.004271028,0.000274398,0.003135679,0.001029666,0.007618674,0.001783354,0.005180372,6.945032056,0.003971119,0.002084532,0.001101378,0.031166641,0.032457276,0.000545202,,0.002250967,0.002377935,0.001206484,0.000168018,0.000393975,0.012697619,0.000481437,0.001529617,0.091109121,0.002103049,0.002410476,0.00578585,0.12399781,0.000272825,0.001391051,0.004645664,0.000166176,0.00360032,0.002461868,0.019493118,0.049947528,0.034803374,,,0.000563964,0.002371785,0.066806195,0.005425476,0.002759994,0.065114511,0.001883123,0.003644969,0.369821217,0.022193743,0.022831181,0.001279959,0.000647835,0.011215736,0.000839204,0.041743103,0.25303759,3.40518E-06,0.0345931,0.000650707,8.01134E-06,0.009390631,0.000108231,0.000197631,0.000683196,,5.70637E-05,0.000222135,0.000568561,,0.00013457,8.23095E-05,1.35859E-05,0.001770634,,,0.001268191,0.000433465,0.000703436,0.001739616,0.00261329,0.002580381,0.003567134,0.00046055,0.001557739
HEB_08_139,0.001036524,0.000312899,0.000157326,0.000115641,0.018481699,0.004622436,3.45669E-05,0.00236842,0.000177722,0.001393436,4.91447E-05,0.019675991,,0.00755536,0.000249232,0.004997037,3.18342E-06,0.000965541,5.81951E-06,3.69693E-05,0.016314556,0.001471221,9.44695E-05,0.014662771,0.011063451,6.25426E-05,0.00161179,0.000171033,,8.36916E-05,0.001573944,0.00184867,0.001143324,0.000327291,0.708294876,0.11391231,,0.009292317,0.00365085,0.00119834,6.81724E-05,2.56609E-05,0.335647364,0.008098397,9.81959E-05,0.001926165,0.000397963,8.44737E-05,4.03941E-06,0.249619587,0.006823342,0.000532165,0.000152281,1.63989E-05,0.013622527,0.000381092,0.006273923,0.000669515,0.003446523,0.003350765,0.011718301,0.06885785,0.00047751,0.004429035,0.001225012,0.001489475,,0.040719114,0.003257848,5.63441E-06,5.29518E-06,0.000115921,0.000251592,0.199921851,0.001171439,0.000197505,0.001518272,,0.018225292,5.87094E-05,0.005179655,2.966153838,0.001504336,0.001175365,2.70634E-05,0.014802254,0.02188479,0.000404292,,0.001526087,0.00161439,0.000192337,9.47256E-05,0.000209532,0.006519567,0.000127139,,0.17084925,0.001230967,0.003854148,0.002303233,0.289339421,0.000153364,0.000827768,0.000827872,9.80882E-05,0.000481125,0.001236261,0.011343957,0.021980273,0.01312548,0.001607437,0.000234304,0.000142661,0.002343749,0.028436649,0.001204036,0.001632067,0.012795718,0.000600268,0.00115964,0.047142173,0.011079645,0.011551093,0.004096404,0.003089318,0.013389481,,0.000707436,0.003410026,1.50983E-06,0.00427278,8.35355E-05,5.77592E-06,0.034861256,3.53046E-05,0.000174946,0.001300088,4.29097E-05,7.47214E-05,0.000255303,0.000167111,0.000271509,7.80924E-05,0.00028277,3.23369E-06,0.001330106,7.06849E-05,0.001194741,0.000422174,0.000305376,0.000568831,0.004074049,0.000377536,0.002504347,0.000849507,0.000280517,0.001244915
HEB_08_140,0.00143755,0.001929595,0.000182935,0.00052302,0.022516904,0.005647059,0.000317167,,0.000324625,0.00244721,0.000151129,0.009778926,0.000445994,,0.000756618,7.2798E-05,1.67875E-05,0.000563482,7.36074E-05,8.79712E-06,0.004707503,0.000216926,0.000123955,0.029390128,0.022325888,0.000732912,0.001867594,,0.000603182,8.7707E-05,0.000101858,0.003718678,0.002161858,0.000777738,0.636195539,0.134425695,0.034147251,0.013868752,0.018529231,0.001104945,2.05887E-05,,,0.002367523,0.00044554,0.001995718,1.30395E-05,0.000145989,1.7245E-05,0.216616636,0.003275864,,2.69218E-05,3.22594E-05,0.035272043,3.11631E-05,0.009648408,5.76196E-05,,0.001289078,,0.202875804,0.000597644,0.01319082,0.002066897,0.005038075,,0.03155949,0.002265906,1.22023E-05,7.96231E-06,0.000477379,,,,0.00046579,0.00256343,6.55323E-05,,0.003825889,0.006889424,0.6790316,0.003398051,0.004803358,0.000146479,0.019675653,,0.000298198,0.007246525,0.005750487,0.003275754,0.001261287,0.002088654,0.000345855,0.009076566,0.000393174,,0.131317644,0.001771457,0.006162382,0.003889401,0.218393753,0.000187097,0.001067427,0.003226256,0.000143109,0.00167339,0.000252356,0.000861129,0.00018686,0.025110234,0.004087081,0.000701321,0.00042998,,0.000458568,0.000457346,0.01655202,0.020401816,0.000696551,0.000298928,0.137503795,0.009838478,0.01149056,0.000375987,0.000314657,0.012328092,0.001616275,0.012698656,0.027540739,,0.017302702,0.000470586,,0.045029136,0.000411186,0.000384625,,0.000121019,0.000273586,0.000969111,0.000397842,3.41434E-05,0.000133328,0.000100674,0.000120914,9.051E-06,,0.001678272,0.001131931,0.000503895,0.000754255,0.0011942,0.00135633,0.002829425,0.00252341,0.000319798,0.0017168
HEB_08_141,0.000570118,0.001338657,0.00018456,0.000108775,0.028078458,0.007325827,0.000324217,0.000267526,0.000491343,0.001553647,0.00011211,0.009861113,0.000318434,0.001662809,0.000108139,0.000480839,3.46786E-06,0.000539984,,2.31373E-05,0.004218781,0.000491222,2.61995E-05,0.02250899,0.01707979,0.001014885,0.00110018,,0.000391233,0.000387716,0.002594948,0.001786359,0.002259779,0.000152084,0.409145057,0.105141677,0.070429009,0.006275287,0.005418238,,3.54968E-05,,0.167711578,0.004780092,0.000310647,0.00092032,1.39703E-05,0.000208932,3.00394E-05,0.08931341,0.005829274,0.000360973,2.15575E-05,8.80194E-07,0.011655458,,0.008913768,1.20508E-05,0.001286963,0.001833805,0.002917142,0.073954567,0.001142796,0.012437691,0.000653203,0.002508616,2.88893E-06,0.01273852,0.003064725,2.00075E-05,5.40006E-05,0.000111567,0.000180057,0.115113788,0.000860243,0.000255569,0.001435079,0.000349558,0.011221548,0.000947321,0.006494162,0.901791915,0.001744912,0.0010881,0.000103587,0.015901775,0.02376139,0.000382756,0.003750356,0.002859889,0.001508251,0.00031147,0.001767736,0.000167997,0.004351151,0.00017831,,0.083772282,0.001274316,0.005226194,0.00486656,0.11417116,0.000341159,0.00138377,0.001487621,0.000434713,0.00084305,0.001714215,0.013273503,0.031069187,0.029346797,0.004085406,0.000728246,0.00021411,0.000971785,0.053232369,0.002464122,0.00080059,0.02962009,0.000859782,0.001811711,0.173369374,0.006222003,0.008722125,0.004505244,0.002193795,0.046609534,0.006217456,0.027491863,0.079093713,1.16273E-06,0.00213839,0.000192955,1.56906E-06,0.035486525,0.000194392,0.000210514,,7.04822E-05,0.000123326,0.000877108,0.000265549,0.000166761,8.18243E-05,6.94638E-05,0.000138795,0.001132762,,0.001418903,0.000534132,0.000615134,0.000804795,0.003417092,0.000507664,0.004956554,0.001390152,0.000116594,0.001465659
HEB_08_147,0.000746402,0.001612593,0.000252853,0.000242165,0.048939532,0.011767608,0.000262908,0.000730458,0.000252595,0.001913689,0.000116147,0.026409696,0.026556612,0.00143291,0.000373889,0.000437281,6.2917E-06,0.000841984,4.72198E-05,8.93914E-05,0.006909021,0.001232076,0.000120203,0.07259837,0.057862372,0.000503944,0.001929563,6.32428E-05,0.000993114,0.000186244,0.000206553,0.004625241,0.001841225,0.000287579,0.389134293,0.105594613,0.162446312,0.018731372,0.003210098,0.002599874,0.000102651,1.74837E-05,0.224616261,0.002360805,0.000320683,0.001093238,5.71519E-05,0.000174555,3.00517E-05,0.280045655,0.002887864,0.002124886,0.000191453,1.03764E-05,0.033323721,,0.009261327,0.000196397,0.002232566,0.00292994,0.006286725,0.255374114,0.00056891,0.025684557,0.000761871,0.009733559,,0.022168044,0.001122799,7.33565E-06,1.81211E-05,4.4465E-05,0.000735319,0.092154475,0.002154045,0.000668614,0.003140561,0.000455337,0.013291608,0.001203696,0.008533154,0.393487616,0.003887045,0.001739654,0.000392286,0.010239789,0.096838092,0.000981371,0.008159024,0.004279598,0.005217495,0.001706878,0.002476604,0.000201385,0.008390149,0.000421292,,0.102940164,0.002957196,0.005295779,0.011590361,0.121544732,0.000346214,0.001569803,0.004039417,0.00030738,0.002143379,0.001184296,0.009972259,0.024351654,0.021769842,0.003259625,0.000723465,0.000274399,0.000602097,0.043878731,0.004897146,0.002437715,0.281229738,0.000948693,0.006207237,0.32501757,0.00331461,0.006335452,0.001203248,0.000180829,0.011566622,0.009329496,0.020628576,0.296170976,3.80359E-07,0.010363926,0.000701357,4.35804E-06,0.083178514,0.000296517,0.000410067,0.000944158,0.000130774,0.000255469,0.00049195,0.000803851,0.000115041,8.54795E-05,0.000174048,0.000131995,0.001228113,,0.001195881,0.001203457,0.000515741,6.86863E-05,0.000594331,0.001055508,0.005048686,0.003689536,0.000253286,0.002056432
HEB_08_149,0.000166646,0.00042896,9.85838E-05,0.000175046,0.035242201,0.005298075,0.000137413,0.0013085,0.000177465,0.001218721,5.54733E-05,0.021483149,0.032237293,0.00131536,0.000574331,0.000179029,6.02887E-06,0.000538358,4.14883E-05,8.43504E-05,0.00465513,0.00082317,8.8023E-05,0.056559207,0.042010824,0.000246621,0.001182747,0.000105148,0.001017308,0.00010018,0.000241299,0.003070791,0.001573232,5.65187E-05,0.145973845,0.035731043,0.170970876,0.016466376,0.003334606,,5.33917E-05,,0.161202494,0.001891133,0.000158431,0.000898217,5.10008E-05,0.000170945,2.57766E-05,0.159993317,0.003156838,0.001447586,0.000267923,2.02374E-05,0.022462497,,0.010580254,0.000194838,0.001147554,0.002205499,0.004288599,0.123986944,0.00030005,0.028194833,0.000567496,0.005871999,,0.002677607,0.000278878,1.74471E-05,5.4188E-05,0.000107175,0.000774383,0.006891411,0.003182992,0.000299925,0.003249282,6.0381E-05,0.003629713,0.001018655,0.001936401,0.428334816,0.006093006,0.000884444,0.000193495,0.015577839,0.046208713,0.000732735,0.012885089,0.002306571,0.00444496,0.003378726,0.000686917,0.000161048,0.006568791,0.001080279,,0.047063533,0.001972392,0.002066611,0.005809769,0.056811065,0.000178161,0.000926578,0.005657123,0.000131144,0.001927286,0.000666223,0.005998847,0.015285704,0.016231438,0.000721011,0.000146621,0.000521289,0.000571576,0.026037287,0.003651144,0.000969187,0.077662147,0.001040936,0.005031864,0.230953575,0.007778755,0.012038448,0.00050009,0.000221016,0.005487357,0.008090798,0.018464589,0.069759455,7.5249E-08,0.010288387,0.000961731,,0.060524549,0.000177058,0.000341327,0.000534725,0.000102227,0.000291297,0.00021568,0.000932455,0.000116541,6.26407E-05,0.000128429,6.91961E-05,0.000510533,,0.00137442,0.001044447,0.000377864,,0.000515106,0.001918637,0.00314408,0.002789712,0.000184361,0.001450671
HEB_08_152,0.000978581,0.001829985,9.6708E-05,0.000331072,0.034558463,0.013901287,0.000183163,0.001247255,0.000118279,0.001788683,8.30591E-05,0.019942338,0.026513547,0.00290933,0.000485304,0.000513136,4.39183E-06,0.000634361,4.49551E-05,7.48549E-05,0.005213016,0.001000732,9.42139E-05,0.075756828,0.054155496,0.00021444,0.001463618,1.75083E-05,0.000646519,0.000146991,0.000147783,0.004546585,0.002456725,0.000185547,0.34971026,0.104664458,0.222140775,0.02825844,0.003380662,0.001853992,7.0478E-05,2.29931E-05,0.142495262,0.001183736,0.000423085,0.001084734,2.86424E-05,0.000262481,2.91417E-05,0.2077205,0.002210558,0.001512438,9.27731E-05,2.50462E-05,0.026058332,,0.006896293,7.94176E-05,0.002671224,0.002630558,0.004824499,0.157926543,0.000701998,0.055573811,0.000875169,0.007981948,,0.020785607,0.001153352,1.68499E-05,1.94025E-05,0.000136911,0.000694019,0.148586262,0.001853513,0.000569631,0.002761741,6.03819E-05,0.013654452,0.001133298,0.004201373,0.636394493,0.004539295,0.001077591,0.000141168,0.033291212,0.058843068,0.001004963,0.009508612,0.001663431,0.00470555,0.001430872,0.001875079,0.000207404,0.008664497,0.000452166,,0.078099399,0.002447162,0.005953825,0.008026423,0.111893578,0.000267565,0.001226689,0.004087247,0.000199073,0.002739205,0.000798883,0.00717371,0.016099852,0.012275457,0.00229427,0.000318132,0.000362716,0.000779333,0.03066312,0.004164872,0.00175146,0.153925608,0.001950372,0.006256081,0.175454708,0.014221341,0.02106137,0.000603596,0.000201423,0.008568776,0.009721005,0.028451607,0.268122127,5.11801E-07,0.016519134,0.000454078,,0.057301718,0.000209132,0.000296559,0.001002107,0.000354551,0.000237329,0.000601194,0.000520347,0.000101264,8.14259E-05,0.000144763,8.58405E-05,0.000842414,,0.001723042,0.001170296,0.000783466,3.84875E-05,0.00121259,0.00146319,0.006773861,0.004101762,0.000220881,0.001791616
