line,MET1,MET2,MET3,MET4,MET5,MET6,MET7,MET8,MET9,MET10,MET11,MET12,MET13,MET14,MET15,MET16,MET17,MET18,MET19,MET20,MET21,MET22,MET23,MET24,MET25,MET26,MET27,MET28,MET29,MET30,MET31,MET32,MET33,MET34,MET35,MET36,MET37,MET38,MET39,MET40,MET41,MET42,MET43,MET44,MET45,MET46,MET47,MET48,MET49,MET50,MET51,MET52,MET53,MET54,MET55,MET56,MET57,MET58,MET59,MET60,MET61,MET62,MET63,MET64,MET65,MET66,MET67,MET68,MET69,MET70,MET71,MET72,MET73,MET74,MET75,MET76,MET77,MET78,MET79,MET80,MET81,MET82,MET83,MET84,MET85,MET86,MET87,MET88,MET89,MET90,MET91,MET92,MET93,MET94,MET95,MET96,MET97,MET98,MET99,MET100,MET101,MET102,MET103,MET104,MET105,MET106,MET107,MET108,MET109,MET110,MET111,MET112,MET113,MET114,MET115,MET116,MET117,MET118,MET119,MET120,MET121,MET122,MET123,MET124,MET125,MET126,MET127,MET128,MET129,MET130,MET131,MET132,MET133,MET134,MET135,MET136,MET137,MET138,MET139,MET140,MET141,MET142,MET143,MET144,MET145,MET146,MET147,MET148,MET149,MET150,MET151,MET152,MET153,MET154,MET155,MET156,MET157,MET158
HEB_11_102,0.000202498,0.000903333,1.99347E-05,0.000225221,0.018274149,0.004590192,4.5528E-05,8.41057E-05,0.000108498,0.000607015,,0.013722784,0.003665708,0.000581255,9.41904E-06,0.000172127,,0.00093957,3.66996E-05,1.94958E-06,0.004298433,0.000776849,5.55207E-05,0.034764733,0.039229134,0.001617751,0.000836222,,0.00106576,6.35128E-05,,0.00265557,0.002117608,0.000548774,0.652792557,0.130636989,0.027429194,0.01467555,0.001140748,2.56057E-05,2.98221E-05,1.02025E-05,0.189558444,0.001342254,0.000606853,,3.69552E-06,0.000200657,,0.286371475,0.001130123,0.000931843,6.68475E-06,1.26846E-05,0.01375417,0.000150083,0.002951942,8.49776E-07,0.001341457,0.004593704,0.003983026,0.215986495,0.000246527,0.026851784,0.000383423,0.008281394,,0.009110164,0.000675416,1.31241E-06,5.66645E-05,1.77473E-05,2.41659E-05,0.0295247,0.001293172,0.000214192,0.00151848,0.0004348,0.004919519,0.000556687,0.004003369,0.386915882,0.002077261,0.000816054,0.000309819,0.012564998,0.070294374,0.000876279,0.004226783,0.004243555,0.002898275,0.000982854,0.001760967,0.000144718,0.006307866,0.000252609,0.000524281,0.114958546,0.002384547,0.009923339,0.008876869,0.135615844,0.000154993,0.00068675,0.001638966,0.000201801,0.001339526,1.84438E-05,0.000448904,8.02853E-06,0.011408579,,0.000326545,0.000134183,6.55014E-06,0.000225713,0.001885346,0.001231663,0.230356104,0.001336047,0.006238876,0.746110643,0.005476123,0.006474568,0.000882173,0.000207567,0.009654674,0.004883681,0.006469704,0.645418029,2.75649E-07,0.01453274,0.000264758,3.04653E-06,0.06091283,0.000366199,0.000394979,0.001097902,6.79987E-05,0.00013078,0.000183134,0.000197395,3.45405E-05,4.92683E-05,0.000219589,4.2793E-05,,,0.001582788,0.001157019,0.000427409,3.28536E-05,0.00053592,0.000584072,0.004525907,0.001931306,0.000282862,0.000659341
HEB_11_104,0.000241544,0.001549161,6.8801E-05,0.000142563,0.037937085,0.007759956,0.000235442,0.000206801,0.000298362,0.000804682,,0.008465312,0.003355104,,0.000481845,0.000173328,4.29907E-06,0.000597646,3.23623E-05,6.20689E-06,0.00517854,0.000954827,5.2412E-05,0.03560124,0.027536377,0.000780861,0.001597391,,0.001414579,7.83316E-05,,0.002710739,0.001179057,0.000231175,0.209065944,0.042943747,0.046361985,0.008862441,0.005043334,0.000275897,7.04596E-05,,0.265047139,0.002617982,0.000408256,0.0010501,,0.000147657,6.85205E-06,0.250009055,0.005260651,0.000855782,,1.97604E-05,0.0324809,,0.004025327,4.31798E-07,0.002335224,0.002967037,0.004684181,0.189016047,0.000532214,0.010701147,0.000890204,0.007965075,,0.017527897,0.00056275,1.90042E-06,4.37021E-06,5.53002E-05,,0.030910521,0.000660454,0.000204409,0.001873519,0.000472956,0.004453706,3.46315E-05,0.004899838,0.493410427,0.004845734,0.003162712,0.000158806,0.010316133,0.064247554,0.00036,0.00993762,0.005016633,0.002821191,0.00164084,0.000749493,0.000231668,0.004406272,0.000291578,,0.022478123,0.002131809,0.001971633,0.004722144,0.024334984,0.00014824,0.000707394,0.002285286,9.98527E-05,0.001187635,1.86128E-05,0.000502285,0.00011195,0.006963789,0.001626431,0.000275003,0.000248835,1.80233E-05,0.000170038,0.001917637,0.000482657,0.040434606,0.000707825,0.002575862,0.313804983,0.007249194,0.008223223,0.000617505,0.000241648,0.005405321,0.005446201,0.017640975,0.073633315,7.60812E-08,,0.000599968,,0.123637314,0.000197195,0.000220216,0.000322449,,0.000150483,0.000127935,0.000254306,0.000277138,5.8226E-05,0.000129099,5.68399E-05,0.000202903,,,0.000898305,0.007166815,0.000980633,0.000245878,0.001186388,0.001168493,0.001856924,0.000151378,0.00075909
HEB_11_105,0.000432642,0.003378475,0.000171653,0.000307669,0.058187776,0.009944866,0.000252144,0.000506164,0.000142957,0.001228738,0.000210522,0.031250639,0.016037475,0.001774667,0.00056175,0.000340689,3.86361E-06,0.00048921,5.62447E-05,0.000104762,0.005813436,0.001216482,0.000104386,0.086624349,0.06927872,0.000310215,0.003021279,5.03777E-05,0.001527998,0.000350495,,0.005012848,0.001858127,0.000421366,0.310401623,0.076716554,0.14399341,0.019134606,0.004229177,0.001916167,0.000106051,0.000112107,0.227970032,0.003221683,0.000288798,0.002099646,7.79875E-05,0.00018383,1.79989E-05,0.371552086,0.006375717,0.003912671,0.000223179,1.18365E-05,0.026524274,,0.007243445,2.31391E-05,0.001541036,0.002892067,0.004988299,0.230390583,0.00108147,0.01278512,0.000448063,0.00820231,,0.031241857,0.001082622,1.18684E-05,3.85566E-05,4.66051E-05,0.001351616,0.01873439,0.003034153,0.000644719,0.004682515,0.000585252,0.009599799,0.000628562,0.015519984,0.545565749,0.009604419,0.003381285,0.000556804,0.004702381,0.088994661,0.000907438,0.019772669,0.002207245,0.004688124,0.003956491,0.002537676,0.000190495,0.006205991,0.000567955,,0.06994123,0.003080824,0.004231608,0.013616945,0.089331263,0.000407063,0.001832048,0.006105247,0.000369977,0.004168196,0.000234933,0.000877535,0.000173159,0.002171725,0.002206366,0.000318797,0.00032871,6.81107E-05,0.000455988,0.005137803,0.002205497,0.201743499,0.013166446,0.004231043,0.1673455,0.001147995,0.003862692,0.001103005,0.000206946,0.013562243,0.021794835,0.031798609,0.273231916,1.12861E-06,0.012538364,0.001493449,4.34716E-06,0.101972804,0.000273889,0.000369871,0.000696031,0.000209068,0.000483186,0.000249755,0.001384693,6.67664E-05,9.66293E-05,7.14082E-05,0.000136179,7.68345E-05,,0.001022789,0.001323599,0.000318919,,6.75554E-05,0.001578925,0.00295713,0.003222154,0.000250437,0.001568432
HEB_11_106,0.000209005,0.000705606,6.55535E-05,0.000111906,0.038673147,0.010003156,0.000150107,0.00018664,2.86858E-05,,4.78049E-05,0.007297098,0.000284823,0.001161346,1.83021E-05,0.001004032,,0.001481715,,,0.002478681,2.78766E-06,4.82659E-05,0.013260933,0.009974543,0.001635224,0.000622872,,0.000702875,0.000251757,0.002052748,0.002051764,0.001873194,0.000629774,0.365009171,0.09389248,1.6059E-06,0.006914105,0.004679463,5.10579E-05,3.36286E-05,1.89659E-06,0.223388386,0.001139392,0.000422985,0.000989388,,0.000268878,,0.062464694,0.002068872,,,1.28914E-05,0.025609098,,0.010779766,2.56109E-07,0.001686937,0.001827528,0.002642134,0.07360985,0.0003141,0.027611843,0.001366851,0.002397611,,0.01945198,0.001688118,4.91992E-07,1.85159E-05,0.000610282,3.94139E-05,0.095800957,0.000107979,9.83642E-05,0.001077651,0.000205228,0.006355587,0.000815275,0.00371856,0.326746798,0.000918232,0.000517547,9.39485E-05,0.019844603,0.024001019,0.00049435,0.00181981,0.003098379,0.000584831,0.000269905,0.001014582,0.000148039,0.004060624,0.00014701,,0.062801335,0.001931067,0.005072678,0.002942208,0.075266042,0.000244842,0.001495686,0.001481286,6.61136E-06,0.000575507,3.22219E-05,0.000129936,3.05816E-05,0.012945072,0.002636339,0.000407819,0.00017599,1.28012E-05,9.89062E-05,0.00125685,0.000216233,0.008044764,0.000212937,0.001354253,0.072129162,0.017725604,0.019754453,0.003409487,0.002807865,0.041769842,0.001964225,0.026332539,0.042255412,,0.034050701,9.1921E-05,,0.014750351,0.000199708,0.000208938,0.000792621,6.74964E-05,0.000206002,0.001345589,0.000166755,0.000161344,9.66334E-05,3.38416E-06,4.01076E-05,1.66771E-05,,,0.001023171,0.000169698,0.000101113,0.003309325,0.000463321,0.006488178,0.001361658,0.000160711,0.001102574
HEB_11_107,0.000649702,0.002217749,0.0002967,0.000157903,0.04248323,0.011068181,0.000136773,0.000303879,0.000234602,0.002029395,0.000131799,0.053364742,0.000441917,0.007041331,,0.000485664,,0.001730038,,7.98692E-05,0.013488324,0.001479811,9.46863E-05,0.025805238,0.02027171,0.000228281,0.000995486,,,0.000461771,0.003370532,0.003724676,0.00242999,0.001847455,0.459559831,0.140947458,0.068861021,0.01260944,0.007985785,0.003085481,9.35033E-05,,0.209960289,,0.000735873,0.000837665,9.86296E-05,0.000304959,,0.143632033,2.82979E-05,0.000936515,0.000263593,4.64524E-06,0.026550355,,0.011513257,8.87695E-07,0.002886872,0.004521805,0.007804473,0.132914952,0.000916663,0.01386744,0.002644635,0.005677532,,0.029392992,0.004091481,7.51922E-06,3.93271E-05,0.000222957,0.000371031,0.253765389,0.001945825,0.00075636,0.002685133,0.000440276,0.024437736,0.005150846,,0.226479465,0.004301627,0.002690197,0.000173133,0.007798175,0.046559772,0.000738255,0.008969906,0.000964753,0.003566452,0.000716152,0.002931427,0.000185845,0.00606054,0.000253496,0.001311608,0.246274313,0.002186662,0.009904297,0.010636388,0.321049526,0.000461334,0.002083078,0.003182473,0.000518719,0.002467136,0.000268121,0.003075482,0.005354872,0.008292391,0.005417791,0.000772077,0.000171726,0.000244489,0.007634853,0.00478374,0.002106674,0.287425096,0.01608974,0.005650356,0.222393745,0.006741584,0.00561977,0.005109857,0.001491071,0.056955728,0.022566104,0.038867179,0.274734641,5.8852E-07,0.022856279,0.000488794,3.28179E-06,0.053915813,0.000396469,0.000192405,0.001617403,0.000147677,0.000424196,0.001395932,0.001429631,0.000627024,0.000164854,0.00038878,0.00013607,0.000317788,,0.002915826,0.001025759,0.001100185,0.000608346,0.001139984,0.001038424,0.011701271,0.002548125,0.00013439,0.002396638
HEB_11_110,0.000514261,0.000646738,8.78262E-05,0.000166576,0.028963184,0.005346898,0.000132677,0.000198431,0.000126016,0.000489218,2.46101E-05,0.012367266,0.004704208,0.000598817,0.000155694,0.003742137,3.04626E-06,0.00019704,,7.51837E-07,0.00259791,0.000537849,5.80186E-05,0.006322683,0.003588054,0.000811865,0.000922068,0.000124266,0.000616757,0.000146416,0.000701713,0.002533734,0.001906628,0.000399418,0.416254106,0.094515549,0.044415962,0.007117898,0.001557579,1.63169E-05,1.46016E-05,,0.348112857,0.000332262,0.000550322,0.001068687,,0.000495452,,0.165523362,0.002319329,0.002418252,4.17293E-05,2.18826E-05,0.007593961,4.79048E-05,0.002510657,1.55558E-06,0.001983604,0.002730837,0.002378798,0.067212759,0.000280478,0.033870867,0.001065976,0.004410253,,0.028274393,0.001383083,1.34921E-05,2.64525E-05,9.23325E-05,5.20935E-05,0.108990184,0.000388402,0.000113753,0.000797855,0.000257729,0.002723076,0.000546302,0.003755113,0.89653006,0.000946863,0.000636648,0.000128607,0.011715047,0.020519139,0.000630299,0.001707804,0.002427744,0.001155251,0.000193616,0.00064812,0.000172153,0.003236226,8.52452E-05,0.001116791,0.095205124,0.001415274,0.004771425,0.004186193,0.188925188,0.000162642,0.00034981,0.000496523,6.2083E-05,,0.000316237,0.002246646,0.004879172,0.009079677,0.001362089,0.000199842,8.37429E-05,0.000388145,0.009624495,0.001024525,0.000174362,0.019664321,0.000641512,0.000807053,0.146623966,0.012669882,0.015773776,0.001739097,0.000558479,0.007164156,0.000439954,0.004591339,0.013527596,1.03683E-07,0.01079818,9.29251E-05,,0.057767973,0.000168664,0.000186039,0.000781575,0.00014246,0.000364309,0.000641273,7.41876E-05,6.42977E-06,1.52212E-05,3.15494E-05,5.89675E-05,0.000337751,,0.001187654,0.000664527,0.000447382,0.00051877,0.001060775,0.000346728,0.003690313,0.002555969,0.000122435,0.000388861
HEB_11_115,0.000341094,0.000455147,4.33118E-05,0.000273084,0.011148685,0.002223713,6.72414E-05,6.31659E-05,5.02388E-05,0.000877899,1.62878E-05,0.012437206,0.000224596,0.000674707,9.81886E-05,8.51054E-05,,0.000751994,1.14439E-05,3.42097E-06,0.006515653,0.000533438,6.01325E-05,0.084633931,0.068448089,0.000121629,0.001078236,2.89789E-05,0.000751809,0.000177984,0.000251771,0.002671236,0.001876576,0.000703686,0.619369919,0.174395133,0.019588037,0.014155527,0.001918359,3.46043E-05,6.29328E-05,2.1986E-06,0.157103947,0.001582244,0.000124299,0.001070554,,3.6047E-05,,0.223348289,0.002549058,0.00125658,0.000128024,3.62436E-05,0.008070806,,0.009996057,,0.001041213,0.00241479,0.002473569,0.078472514,0.000263235,0.019525986,0.000535131,0.006019755,,0.006509411,0.000397517,2.01288E-05,2.69769E-06,0.000148359,5.68851E-06,0.043717171,0.001337099,0.000181944,0.000897042,3.46182E-05,0.004505422,0.000304787,0.002569613,0.51252724,0.004106815,0.001725681,4.11499E-05,0.004700261,0.025278294,0.000774585,0.008463359,0.000661567,0.001441469,0.000481462,0.000708642,9.82593E-05,0.004183531,0.000155481,,0.241863547,0.000860681,0.008632699,0.003981789,0.296664514,9.93465E-05,0.000675691,0.003454217,7.99457E-05,0.002089657,0.00033366,0.002357219,0.00238946,0.002151513,0.00083802,0.000143083,0.000118498,0.000106465,0.004265339,0.001264921,0.000205134,0.007649135,0.000274873,0.001349008,0.109758589,0.006019585,0.007439955,0.000746085,0.000444978,0.010100536,0.003426014,0.016202018,0.096229154,1.42105E-07,0.018851356,0.000173174,,0.037538575,0.000110217,7.56301E-05,0.001395413,0.000292439,0.000245206,0.001927059,0.00052057,0.000173313,6.45159E-05,0.000129928,3.16885E-05,7.28581E-05,,0.001629029,0.001058924,0.000859901,0.000315208,0.001328452,0.001276353,0.006012469,0.000840908,0.000187416,0.000628753
HEB_11_119,0.00029096,0.003450116,0.000165725,0.000220373,0.072169479,0.02025922,0.000170246,0.000306558,0.000327069,0.001567355,4.42641E-05,0.032827758,0.003289371,0.003663579,6.67018E-05,0.000206439,,0.010362263,7.88685E-06,5.06018E-06,0.010404513,0.001124373,2.58378E-05,0.115877044,0.08586668,0.000304607,0.001347999,,0.003498946,0.000497404,0.001643232,0.00590688,0.004021955,0.005672418,0.768162868,0.181305285,0.067299062,0.016638292,0.004058459,0.001299627,7.38083E-05,,0.325136724,0.001193565,0.000249147,0.001270369,6.7462E-06,0.000130058,,0.384394753,0.002689539,0.003994057,0.000168538,5.89467E-06,0.035059778,,0.015702983,1.42232E-05,0.003189512,0.003978725,0.00375431,0.189475166,0.001087206,0.006948081,0.002574849,0.010423805,,0.066138801,0.00232253,1.36979E-06,1.15312E-05,9.4771E-05,,0.270886067,0.002295262,0.000716084,0.002887541,0.000675128,0.02062505,0.00280685,0.014731307,1.071384193,0.008501804,0.00457642,0.000267357,0.0040822,0.062371184,0.000816289,0.016673607,0.001113643,0.002910853,0.001721615,0.001957027,0.000132977,0.005354842,0.000349717,,0.215011571,0.002657058,0.012617017,0.016214389,0.326489557,0.000678439,0.002891391,0.006577634,0.000769942,0.004209233,0.001488071,0.013101944,0.01477815,0.01038133,0.004334451,0.000698316,0.000194616,0.000381714,0.027577857,0.004192947,0.000840906,0.436715538,0.005245564,0.009732246,0.783694731,0.003536502,0.002689478,0.002071748,0.000718713,0.039291608,0.018449592,0.019556301,0.378886594,1.2151E-06,0.017221774,0.001552959,2.04326E-06,0.093596326,0.000277786,0.000149919,0.001997606,0.000219511,0.000796082,0.001519209,0.002008568,0.000512289,0.000165504,0.002751838,9.86961E-05,0.000884975,,0.002395695,0.001824479,0.001119695,0.000292452,0.000767277,0.001833324,0.009714934,0.001572181,0.000227404,0.001583661
HEB_11_126,0.000300809,0.000896304,1.99246E-05,0.0001887,0.018456113,0.00235565,6.97518E-07,,0.000111574,0.000308571,1.99318E-05,0.004922711,0.00027406,0.000550078,0.000267939,0.000354972,4.17082E-06,0.00032791,2.46675E-05,2.6872E-06,0.002166618,0.000443422,4.60532E-05,0.019847201,0.018308558,9.99753E-05,0.00133253,0.000148144,0.000602395,3.5232E-05,0.000118789,0.002248161,0.001169188,0.000656916,0.278477709,0.063328861,0.010586411,0.008980537,0.000810937,3.86378E-06,4.73177E-05,9.12996E-07,0.18606433,0.000655101,4.78415E-05,0.001200057,,1.66075E-05,1.11572E-06,0.20410421,0.001952588,0.000464508,1.08246E-05,1.1951E-05,0.006439562,3.77707E-05,0.002522468,3.44065E-07,0.001021324,0.002272449,0.001841461,0.049849733,0.000547192,0.010579359,0.000449431,0.002182919,,0.014895542,0.000324932,5.1571E-06,1.32617E-06,2.71531E-05,1.90998E-05,0.031319636,0.000349922,0.00010802,0.000627711,5.10531E-05,0.002663587,0.000264886,0.004003681,0.165519914,0.002303191,0.001954669,3.79125E-05,0.006786063,0.015392701,0.000327661,0.004980948,0.002789535,0.00149858,0.0003943,0.000542835,0.00011166,0.00345926,0.000102166,,0.05931564,0.000823129,0.003152255,0.003406544,0.093049021,5.96429E-05,0.000222199,0.000612297,4.56806E-05,0.000456079,1.63205E-06,7.11758E-05,1.31251E-05,0.003459181,0.000856815,0.000137605,0.000104791,2.3495E-05,5.82917E-05,0.000558276,7.41637E-05,0.007018629,0.000117897,0.000629612,0.09971456,0.007502195,0.008986858,0.00042201,0.000228793,0.005860208,0.000836159,0.004452072,0.119259481,3.75864E-08,0.00915614,0.000200735,,0.073180654,4.45275E-05,0.000135562,0.000402773,4.00462E-05,0.000137181,0.000341891,6.02423E-05,3.36991E-05,1.46119E-05,5.48114E-05,1.80641E-05,,,0.000811039,0.000595785,0.000329172,0.000297139,0.00094016,0.000359936,0.002349408,0.000575943,0.000131889,0.000351742
HEB_11_131,0.000651976,0.001696441,0.000178883,0.000281277,0.027189332,0.007327176,0.00024266,0.001076265,0.000245009,0.001656609,4.51843E-05,0.039781182,0.014283645,0.004372858,5.80982E-05,4.3092E-05,,0.000741101,3.17169E-05,1.46129E-06,0.011652537,0.001344584,7.35694E-05,0.047533697,0.038693821,0.000120526,0.001145852,,,0.000232747,0.00052744,0.00310693,0.002277617,0.000476727,0.258819354,0.12422,0.117985655,0.013758806,0.009777808,0.000881656,5.8513E-05,2.00289E-06,0.182217208,0.003038532,0.000718488,0.001243067,4.5412E-06,0.000516391,1.08745E-05,0.181872858,0.004633784,0.000443785,0.000157966,1.59733E-05,0.033735438,,0.012507912,8.43336E-05,0.002486253,0.004033512,0.007323828,0.125096798,0.000891019,0.031862972,0.00222496,0.006375628,,0.029342769,0.001991107,1.38919E-05,5.3467E-05,0.000670038,0.000524864,0.155854419,0.002679983,0.000590847,0.002284669,0.000506785,0.025008287,0.004263115,,0.141789862,0.005009776,0.001872931,0.000215964,0.029596014,0.0441987,0.000654098,0.010319891,0.002788831,0.002270507,0.001451617,0.002140384,0.000249098,0.004588679,0.000383641,,0.17778759,0.001501002,0.007658469,0.009778697,0.249106317,0.000265428,0.001254888,0.003987053,0.000275366,0.003165047,0.00013711,0.000565285,8.97808E-05,0.002711093,0.002677535,0.000372048,0.000214635,7.48453E-05,5.33067E-05,0.003534864,0.001686518,0.176064042,0.003420852,0.003785517,0.197787056,0.015812498,0.018323757,0.000960653,0.00032977,0.013979308,0.014600654,0.033845688,0.261505418,6.38903E-07,0.021598522,0.000648819,2.04196E-06,0.06802731,0.000152009,0.000445867,0.00119044,8.57235E-05,0.000305211,0.001075111,0.001408096,0.000458998,0.000137053,0.000161562,7.34113E-05,2.27053E-05,,0.001072771,0.000973739,0.000656489,0.000409422,0.00059107,0.001561643,0.006416957,0.004064533,0.000199052,0.001686649
HEB_11_132,0.000474366,0.002559924,0.000167215,0.000160738,0.037334246,0.009717417,0.000241386,0.000356239,0.000191614,0.001354022,8.54673E-05,0.036590424,0.000569414,0.004143614,0.000454776,,8.71623E-06,0.003495103,2.35693E-05,1.87651E-05,0.007216431,0.000665053,4.60199E-05,0.012461181,0.009837766,0.000595749,0.001237191,0.000111051,0.000619809,0.000196453,0.000447503,0.002185784,0.002315479,0.000370414,0.253140205,0.053439765,0.041724545,0.010513118,0.004260394,0.00108634,6.2232E-05,,0.244673687,0.002323657,0.000892734,0.000719214,8.28102E-05,0.000399795,5.83855E-06,0.090225841,0.009201437,9.12929E-05,0.000294626,1.42675E-05,0.01642631,,0.006311115,0.000134057,0.001754953,0.002046339,0.005423887,0.092282313,0.000456847,0.012303937,0.001551698,0.002885903,,0.015361088,0.002469105,2.93587E-05,5.69408E-05,7.82376E-05,0.000265458,0.047639628,0.001638497,0.000492949,0.002954942,0.000274398,0.008960082,0.002511638,0.011603594,0.764644882,0.003078475,0.001494437,0.000193439,0.023181747,0.029838727,0.000355732,0.006337331,0.002755379,0.002687062,0.00092514,0.001920172,0.000220683,0.007041615,0.000342336,,0.072675268,0.001842789,0.002939875,0.004609347,0.110222751,0.000368381,0.00178113,0.002800827,0.000369739,0.002040813,9.83767E-05,0.000450739,0.000120072,0.007260272,0.003923102,0.000581062,0.000224286,5.58513E-05,0.00011031,0.003200699,0.003523279,0.131294566,0.003191394,0.002912608,0.407568773,0.011786012,0.011822161,0.000897407,0.00034555,0.017066872,0.01585757,0.032483102,0.161115108,,0.019944115,0.000522454,,0.062925734,0.000147741,0.000410485,0.000415199,0.000119513,0.000277836,0.000343204,0.00061226,0.000381427,0.000150475,0.000873954,9.13886E-05,6.60248E-06,,0.001242473,0.000886243,0.000202167,0.000277538,0.000666538,0.00103415,0.002353453,0.002435794,0.000239576,0.001365183
HEB_11_134,0.000425461,0.00011757,0.000293631,0.000102447,0.013689919,0.002475182,3.4507E-05,4.38194E-07,0.000392482,0.001614553,5.20796E-05,0.010356203,0.000143832,0.003775228,0.000218932,0.002461024,1.466E-06,0.00054079,8.40413E-06,3.34908E-05,0.011134977,0.001416925,5.85873E-05,0.021162684,0.017024469,0.000257167,0.000781182,0.000148671,0.000344485,1.99319E-05,0.000344743,0.003558064,0.001000587,0.000121415,0.309508739,0.068570664,,0.008208862,0.003983841,0.001721348,0.000104011,6.28832E-05,0.107052036,0.002861538,0.000567183,0.00059042,0.000170852,0.000549045,5.11846E-06,0.05275527,0.002875198,0.000963396,8.6324E-05,1.43428E-05,0.007976406,7.84201E-05,0.008804072,0.001438011,0.002478593,0.00304914,0.008011435,0.065250533,0.000457776,0.015828037,0.001465321,0.00126598,,0.003405222,0.000108961,9.98416E-06,0.000109863,0.000641905,0.000195376,0.060063392,0.000519602,0.000275867,0.001434089,0.000297069,0.005193271,0.001941874,0.003893597,1.047947879,0.001338678,0.00162265,0.000128246,0.015325069,0.022002109,0.000408121,0.002701776,0.003292415,0.002082097,0.000287164,0.001261578,0.000190358,0.00688271,0.000248465,0.001910017,0.062497284,0.001606012,0.003185565,0.002451793,0.089028135,0.00010798,0.000556213,0.001458822,7.10558E-05,0.000793946,0.00122845,0.009044124,0.022372689,0.018264231,0.000673288,8.87591E-05,0.000226328,0.001419831,0.02549198,0.001391822,0.001445737,0.01751465,0.00052663,0.001224617,0.074189117,0.008916167,0.012428484,0.000780691,0.002346069,0.010486509,7.37002E-05,0.004686334,0.003195517,3.49986E-05,0.006316031,0.000129128,2.50987E-06,0.005812005,0.000125379,0.000202195,0.000569213,7.51097E-05,4.56957E-05,9.92331E-05,0.00017032,0.000216655,6.58158E-05,0.000167951,7.52554E-06,0.000902558,,0.001526536,0.00080211,0.000451368,0.000490217,0.006481713,0.000664608,0.003664778,0.003722584,0.000236783,0.002025271
HEB_11_135,0.000432198,0.001898366,7.99743E-05,0.000339091,0.044795554,0.009619362,0.000166123,0.000679562,0.000350314,0.000872704,,0.037748392,0.008659983,,0.000429537,2.60923E-05,2.44332E-06,0.00624831,3.15378E-05,5.87495E-06,0.007059038,0.000945738,9.9972E-05,0.052389287,0.03936957,0.000803031,0.001070885,0.000101269,0.001090824,0.00046416,0.000414244,0.000690416,0.00312904,0.001282293,0.574624115,0.14172789,0.178414971,0.014179733,0.005891051,0.000865901,0.000103978,,0.334781868,0.000384029,0.001343415,0.000934223,1.7213E-06,0.000664402,,0.27261669,0.003618161,0.000302716,8.79907E-05,1.07139E-05,0.033751144,,0.014054476,2.93587E-05,0.002751008,0.00317958,0.003700344,0.161560457,0.001081962,0.038014088,0.00191639,0.007496372,,0.032939934,0.001561114,2.26339E-05,0.000373826,0.000212495,0.000468803,0.096693509,0.002844856,0.000469119,0.002124072,0.000977517,0.00472002,0.001367195,0.007191444,0.911658039,0.006018052,0.00458413,0.000456592,0.004684758,0.053768726,0.00079795,0.012192164,0.001603101,0.002591568,0.001062027,0.001859468,0.00019357,0.006149472,0.000198416,,0.260919257,0.001717581,0.009232008,0.007817555,0.34828345,0.000321866,0.001774578,0.003767425,0.000297089,0.00287768,0.000222021,0.000429914,8.1998E-05,0.006094949,0.002357957,0.000384788,0.000114169,2.99817E-06,0.00018797,0.001997479,0.00149359,0.113321718,0.002073627,0.005450472,0.577066317,0.01540865,0.018487709,0.000557842,0.000378166,0.019430134,0.011611098,0.039654344,0.737846916,,0.028248565,0.000642748,,0.184724766,0.000256533,0.000461281,0.001384349,0.000295077,0.000566308,0.001364499,0.001088366,0.00043435,0.000159643,0.001658612,8.33999E-05,0.000122845,,0.002221421,0.001204494,0.000820437,0.000474721,0.00115172,0.001481807,0.006128994,0.005941019,0.000238806,0.001235357
HEB_11_136,0.000425218,0.001724188,0.000120966,0.000137023,0.025241829,0.006067268,0.000176874,0.000411004,1.81073E-05,0.002157851,9.80322E-05,0.016067929,0.000263271,0.000618034,4.87285E-05,0.003197307,,0.00060505,4.37713E-05,2.19101E-05,0.009704077,0.001053873,0.000118679,0.047447417,0.036427716,0.000861705,0.001911307,0.000119338,0.000915446,3.57104E-05,0.000253292,0.005290929,0.002157305,0.000332434,0.322530999,0.072285032,0.05417809,0.023964813,0.00542884,0.002055393,0.000109623,,0.129335974,0.00095498,0.000116853,0.001709566,4.71309E-06,7.94115E-05,5.5194E-06,0.260259205,0.004096743,0.001075275,0.000488094,2.38566E-05,0.023648836,,0.015656896,0.000814808,0.002123926,0.002869325,0.007634088,0.134913903,0.000311931,0.008399394,0.000533052,0.007308029,,0.003198039,4.68328E-05,8.2648E-06,,0.000229918,0.000182285,,0.002012627,0.000390129,0.004279719,0.00020968,0.006582742,0.001024278,0.004089645,0.925017078,0.006412269,0.002787644,0.00013097,0.014713831,0.043665766,0.000326648,0.013304053,0.00417201,0.004652691,0.004211283,0.001452303,0.00036547,0.007793824,0.000733592,0.000667965,0.061921301,0.00159412,0.003559335,0.00985773,0.091682492,0.000195822,0.000940237,0.00639616,0.000127722,0.003636835,0.000233759,0.003152773,0.004631577,0.006555031,0.002214005,0.000367969,0.000683744,0.000382501,0.008360604,0.005578847,0.000313213,0.03652315,0.000980704,0.003946461,0.200736167,0.007716903,0.008006314,0.000572245,0.000221393,0.006070017,0.004852139,0.02159955,0.098188125,,0.009365744,0.001851774,,0.063756346,0.000208358,0.000127614,0.000487971,,0.000339471,0.000458787,0.001058402,7.77419E-05,0.000143726,0.000123343,8.57467E-05,0.000202751,,0.000981643,0.001040549,0.000330384,0.000721304,0.000249229,0.002558089,0.001989929,0.001282795,0.000191741,0.002389532
